db_id,artist_name,spotify_id
3fe91fb2-2381-4c91-aebf-59c80244d882,Marcus McGarity,5aWpxrOUPNG6JcpqGB7GTB
793e6f1e-4275-4811-a31b-88902081f4c3,Tasha Baxter,7sLv4bED064cYa2XhF85og
9f1b1c2d-cb7a-434d-a197-f446b4172687,Naderi,6AuUD6XK7azpz23KJCbExL
c1fe55b8-44d2-4c41-8de7-7e2529a1738d,Scrufizzer,3JmGsgVoGUN1Ro1jLfi7k1
8b5bb9f9-daf7-4dbf-a2fe-1d149ecc6abc,Chris Ramos,18JILdSa5BfdNku8L7xvB1
305dfb91-753f-4123-b8bf-af2d23a82cab,Yola Recoba,7gvpJzKMMMQsdLqWF4SKs7
d66ec5e1-8432-4a5f-a059-eefcfc389e79,Chime,3hMTYaexWgGkXqvbkt6EIS
fc0589f1-0582-444d-bb63-b0e2adaedc69,Zac Waters,3KF7anPKoBvMZSJEFvZDN9
f8e3ed72-a5e9-46bb-8e89-ad28235572a3,Matt Fax,1XgI1X3xjXCKRP1ZjhqgkV
c4760c9d-9a46-4a0f-830f-e63503d47a95,Dada Life,00sAT5YX8W3xNd1EuqyHw9
92148ec5-b117-4c6f-a480-7a8d0010c07e,Stendahl,7hLrjiuNxZIf9JSPz2CbAo
67ea9c40-e7f0-4ce0-89ef-64745f67fded,Mazare,4yzZdtb9UicgY2M23eEtL9
